,id,web,today,title,price,hours,tech,bz,lan,others,type,all_city,taipei_dist,address,weekday,weekends,start_time,end_time
0,0,臺大資訊系統訓練班,2020-07-16,網頁動畫與互動程式入門-HTML/CSS/JS/Sass/Pug [線上課程],2020.0,,WebDesign,,,0,online,,,,0.0,0.0,,
1,1,臺大資訊系統訓練班,2020-07-16,MATLAB程式設計,5000.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
2,2,臺大資訊系統訓練班,2020-07-16,Python Flask動態網站與聊天機器人實作班 [線上課程],2020.0,,Python,,,0,online,,,,0.0,0.0,,
3,3,臺大資訊系統訓練班,2020-07-16,Node.js + Firebase 全端實戰網站開發 [線上課程],2020.0,,WebDesign,,,0,online,,,,0.0,0.0,,
4,4,臺大資訊系統訓練班,2020-07-16,Java基礎程式設計班[線上課程],2020.0,,Java,,,0,online,,,,0.0,0.0,,
5,5,臺大資訊系統訓練班,2020-07-16,C#程式設計基礎班 [線上課程],2020.0,,C#,,,0,online,,,,0.0,0.0,,
6,6,臺大資訊系統訓練班,2020-07-16,Python程式設計 [線上課程],2020.0,,Python,,,0,online,,,,0.0,0.0,,
7,7,臺大資訊系統訓練班,2020-07-16,"HTML5, CSS3, jQuery, Bootstrap 網頁設計進階班",5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
8,8,臺大資訊系統訓練班,2020-07-16,資料結構與C++進階班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
9,9,臺大資訊系統訓練班,2020-07-16,PHP+MySQL互動式網頁程式設計班,5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
10,10,臺大資訊系統訓練班,2020-07-16,Java進階程式設計班,5000.0,,Java,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
11,11,臺大資訊系統訓練班,2020-07-16,資料結構與C++進階班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
12,12,臺大資訊系統訓練班,2020-07-16,Excel與VBA財務應用初階班,5000.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
13,13,臺大資訊系統訓練班,2020-07-16,當統計學與程式相遇,5000.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
14,14,臺大資訊系統訓練班,2020-07-16,資料結構與C++進階班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
15,15,臺大資訊系統訓練班,2020-07-16,C/C++基礎程式設計班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,19:00,22:00
16,16,臺大資訊系統訓練班,2020-07-16,網頁動畫與互動程式入門-HTML/CSS/JS/Sass/Pug,5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
17,17,臺大資訊系統訓練班,2020-07-16,當統計學與程式相遇,5000.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
18,18,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
19,19,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,14:00,17:00
20,20,臺大資訊系統訓練班,2020-07-16,C++ 程式解題基礎實戰班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,9:00,12:00
21,21,臺大資訊系統訓練班,2020-07-16,C#程式設計基礎班,5000.0,,C#,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,13:00,16:00
22,22,臺大資訊系統訓練班,2020-07-16,Arduino入門開發班,3500.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,16:30,18:30
23,23,臺大資訊系統訓練班,2020-07-16,演算法實戰班,3500.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,16:30,18:30
24,24,臺大資訊系統訓練班,2020-07-16,Power BI 與數據分析初階班,3500.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,16:30,18:30
25,25,臺大資訊系統訓練班,2020-07-16,"HTML5, CSS3, jQuery, Bootstrap 網頁設計進階班",5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
26,26,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
27,27,臺大資訊系統訓練班,2020-07-16,Python 機器學習從零至一,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
28,28,臺大資訊系統訓練班,2020-07-16,C/C++基礎程式設計 [線上課程],2020.0,,C++,,,0,online,,,,0.0,0.0,,
29,29,臺大資訊系統訓練班,2020-07-16,PHP+MySQL互動式網頁程式設計班 [線上課程],2020.0,,WebDesign,,,0,online,,,,0.0,0.0,,
30,30,臺大資訊系統訓練班,2020-07-16,Python程式設計與網站擷取 [線上課程],2020.0,,Python,,,0,online,,,,0.0,0.0,,
31,31,臺大資訊系統訓練班,2020-07-16,程式初步：中學生的第一堂C++課,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
32,32,臺大資訊系統訓練班,2020-07-16,Python財務計算 [線上課程],2020.0,,Python,,,0,online,,,,0.0,0.0,,
33,33,臺大資訊系統訓練班,2020-07-16,Node.js + Firebase 全端實戰網站開發,5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
34,34,臺大資訊系統訓練班,2020-07-16,資料結構與C++進階班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,13:00,16:00
35,35,臺大資訊系統訓練班,2020-07-16,Python 程式解題基礎,3500.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,16:30,18:30
36,36,臺大資訊系統訓練班,2020-07-16,Google Analytics (GA) 操作與資料分析實務,3500.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,16:30,18:30
37,37,臺大資訊系統訓練班,2020-07-16,R 語言與統計分析,3500.0,,R,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,16:30,18:30
38,38,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
39,39,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,14:00,17:00
40,40,臺大資訊系統訓練班,2020-07-16,程式初步：中學生的第一堂PYTHON,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
41,41,臺大資訊系統訓練班,2020-07-16,C/C++基礎程式設計班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
42,42,臺大資訊系統訓練班,2020-07-16,Python 初階證券交易分析,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
43,43,臺大資訊系統訓練班,2020-07-16,程式初步：中學生的第一堂C++課,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
44,44,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
45,45,臺大資訊系統訓練班,2020-07-16,C/C++基礎程式設計班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
46,46,臺大資訊系統訓練班,2020-07-16,Python 資料科學應用,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,14:00,17:00
47,47,臺大資訊系統訓練班,2020-07-16,程式初步：中學生的第一堂PYTHON,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
48,48,臺大資訊系統訓練班,2020-07-16,網頁動畫與互動程式入門-HTML/CSS/JS/Sass/Pug,5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
49,49,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
50,50,臺大資訊系統訓練班,2020-07-16,"HTML5, CSS3, jQuery, Bootstrap 網頁設計基礎班",5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
51,51,臺大資訊系統訓練班,2020-07-16,程式初步：中學生的第一堂C++課,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
52,52,臺大資訊系統訓練班,2020-07-16,Java基礎程式設計班,5000.0,,Java,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
53,53,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
54,54,臺大資訊系統訓練班,2020-07-16,C/C++基礎程式設計班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
55,55,臺大資訊系統訓練班,2020-07-16,Python程式設計與網站擷取 [線上課程],2020.0,,Python,,,0,online,,,,0.0,0.0,,
56,56,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,19:00,22:00
57,57,臺大資訊系統訓練班,2020-07-16,R 程式設計班,5000.0,,R,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,19:00,22:00
58,58,臺大資訊系統訓練班,2020-07-16,"HTML5, CSS3, jQuery, Bootstrap 網頁設計基礎班",5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
59,59,臺大資訊系統訓練班,2020-07-16,Python 初階證券交易分析,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
60,60,臺大資訊系統訓練班,2020-07-16,Excel與VBA財務應用初階班,5000.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,19:00,22:00
61,61,臺大資訊系統訓練班,2020-07-16,Python財務計算,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,19:00,22:00
62,62,臺大資訊系統訓練班,2020-07-16,JavaScript (ES6) 網頁前端工程入門,5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,19:00,22:00
63,63,臺大資訊系統訓練班,2020-07-16,Python程式設計,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
64,64,臺大資訊系統訓練班,2020-07-16,Python 與 Excel 的整合術 (30 hr),5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,9:00,12:00
65,65,臺大資訊系統訓練班,2020-07-16,C/C++基礎程式設計班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,13:00,16:00
66,66,臺大資訊系統訓練班,2020-07-16,SQL 資料分析,3500.0,,Database,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,16:30,18:30
67,67,臺大資訊系統訓練班,2020-07-16,Python 資料科學應用,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,14:00,17:00
68,68,臺大資訊系統訓練班,2020-07-16,Java基礎程式設計班,5000.0,,Java,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
69,69,臺大資訊系統訓練班,2020-07-16,"HTML5, CSS3, jQuery, Bootstrap 網頁設計基礎班",5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
70,70,臺大資訊系統訓練班,2020-07-16,Java基礎程式設計班,5000.0,,Java,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
71,71,臺大資訊系統訓練班,2020-07-16,C/C++基礎程式設計班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
72,72,臺大資訊系統訓練班,2020-07-16,"HTML5, CSS3, jQuery, Bootstrap 網頁設計基礎班",5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,1.0,9:30,12:30
73,73,臺大資訊系統訓練班,2020-07-16,資料結構與C++進階班,5000.0,,C++,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
74,74,臺大資訊系統訓練班,2020-07-16,Python 初階證券交易分析,5000.0,,Python,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,14:00,17:00
75,75,臺大資訊系統訓練班,2020-07-16,Node.js + Firebase 全端實戰網站開發,5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
76,76,臺大資訊系統訓練班,2020-07-16,PHP+MySQL互動式網頁程式設計班,5000.0,,WebDesign,,,0,offline,taipei,大安區,台北市大安區辛亥路二段170號,1.0,0.0,9:30,12:30
77,77,臺大資訊系統訓練班,2020-07-16,Go 程式語言快速入門班,3500.0,,,,,1,offline,taipei,大安區,台北市大安區辛亥路二段170號,0.0,1.0,16:30,18:30
78,78,好學校,2020-07-24,走進葡萄酒的世界 - 品味進化 20 堂課,3200.0,5.3,,,,1,online,,,,0.0,0.0,,
79,79,好學校,2020-07-24,我的設計超美感 – C4D 視覺密碼懶人包,1980.0,10.0,,,,1,online,,,,0.0,0.0,,
80,80,好學校,2020-07-24,從零開始，ob11/黏土娃娃衣製作教學,1290.0,2.0,,,,1,online,,,,0.0,0.0,,
81,81,好學校,2020-07-24,用攝影打造第二人生｜讓熱情全職為你工作,1980.0,4.3,,,,1,online,,,,0.0,0.0,,
82,82,好學校,2020-07-24,時尚設計：基本知識與設計流程,1680.0,3.2,,,,1,online,,,,0.0,0.0,,
83,83,好學校,2020-07-24,6五3的書法設計課：跳脫字帖的書寫自由式,2200.0,2.0,,,,1,online,,,,0.0,0.0,,
84,84,好學校,2020-07-24,打電動也能賺錢：如何成為遊戲實況主？,1800.0,2.0,,,,1,online,,,,0.0,0.0,,
85,85,好學校,2020-07-24,《當我們扯在一起》太陽馬戲團老師的扯鈴課,2400.0,3.3,,,,1,online,,,,0.0,0.0,,
86,86,好學校,2020-07-24,代購創業實戰班：14 天開創你的電商副業,2680.0,3.0,,,,1,online,,,,0.0,0.0,,
87,87,好學校,2020-07-24,Photoshop 合成必修 - 電影光影場景合成,2400.0,7.5,,,,1,online,,,,0.0,0.0,,
88,88,好學校,2020-07-24,Podcast 新手攻略課程：0 到 1 必學指南,1280.0,2.6,,,,1,online,,,,0.0,0.0,,
89,89,好學校,2020-07-24,韓式香氛蠟燭 - 證照級蠟燭技法,2500.0,2.0,,,,1,online,,,,0.0,0.0,,
90,90,好學校,2020-07-24,Seagate 講堂 | 動態導演林呈軒教你做履歷,0.0,1.1,,,,1,online,,,,0.0,0.0,,
91,91,好學校,2020-07-24,Seagate 講堂 | 平面設計師顏伯駿教你做履歷,0.0,0.5,,,,1,online,,,,0.0,0.0,,
92,92,好學校,2020-07-24,Seagate 講堂 | 影像後製再現影像教你做履歷,0.0,0.7,,,,1,online,,,,0.0,0.0,,
93,93,好學校,2020-07-24,德文輕鬆學，零基礎也學得會的實用會話,2000.0,6.8,,,,1,online,,,,0.0,0.0,,
94,94,好學校,2020-07-24,捲捲毛線球．汪星人報到！超擬真比熊&貴賓,2980.0,2.6,,,,1,online,,,,0.0,0.0,,
95,95,好學校,2020-07-24,跑者必修！馬拉松完賽全方位跑典,2800.0,5.5,,,,1,online,,,,0.0,0.0,,
96,96,好學校,2020-07-24,心智繪圖思考法：繪製你的思維地圖,1800.0,3.0,,,,1,online,,,,0.0,0.0,,
97,97,好學校,2020-07-24,在家CEO！在家打造量身訂做的個人事業,1280.0,3.7,,,,1,online,,,,0.0,0.0,,
98,98,好學校,2020-07-24,王永福教學的技術：翻轉課堂的職業講師祕訣,3980.0,5.0,,,,1,online,,,,0.0,0.0,,
99,99,好學校,2020-07-24,職場英文即戰力 : 一步步打造最佳自學途徑,1800.0,4.7,,,,1,online,,,,0.0,0.0,,
100,100,好學校,2020-07-24,IG 風格策展人：創造你的光影烏托邦,1980.0,2.5,,,,1,online,,,,0.0,0.0,,
101,101,好學校,2020-07-24,打造動態報表！雲端 Python 爬蟲資料流,2488.0,4.7,Python,,,0,online,,,,0.0,0.0,,
102,102,好學校,2020-07-24,職場溝通管理學：打造團隊好關係與高績效,2880.0,3.0,,,,1,online,,,,0.0,0.0,,
103,103,好學校,2020-07-24,深入淺出：專案管理方法-敏捷式開發 Scrum,1500.0,2.5,,,,1,online,,,,0.0,0.0,,
104,104,好學校,2020-07-24,超級業務員的絕學：輕鬆說服任何人的銷售課,4800.0,4.0,,,,1,online,,,,0.0,0.0,,
105,105,好學校,2020-07-24,為什麼你的影音內容，OTT 平台不買單？,1300.0,2.9,,,,1,online,,,,0.0,0.0,,
106,106,好學校,2020-07-24,遠端工作必備：跨國英語 con-call 實戰力,3490.0,4.3,,,,1,online,,,,0.0,0.0,,
107,107,好學校,2020-07-24,產品 x 創新：從需求洞察到產品策略,3800.0,7.0,,MKT,,0,online,,,,0.0,0.0,,
108,108,好學校,2020-07-24,用影像收藏人生：學會拍片，認識自己,2300.0,4.2,,,,1,online,,,,0.0,0.0,,
109,109,好學校,2020-07-24,大小數據如何協助影視創作,1300.0,1.6,,,,1,online,,,,0.0,0.0,,
110,110,好學校,2020-07-24,出門好狗兒：抓住狗狗注意力，提升信任關係,1900.0,,,,,1,online,,,,0.0,0.0,,
111,111,好學校,2020-07-24,韓式和菓子自己做：一次學會 12 種造型,1280.0,1.8,,,,1,online,,,,0.0,0.0,,
112,112,好學校,2020-07-24,微甜的仲夏氣息：雪莉療癒水彩時光,2000.0,4.0,,,,1,online,,,,0.0,0.0,,
113,113,好學校,2020-07-24,從零到專業-成為影片製作師的教學手冊,3550.0,6.7,,,,1,online,,,,0.0,0.0,,
114,114,好學校,2020-07-24,不小心就學會！用 UI 設計方法製作網站,2400.0,5.0,,,,1,online,,,,0.0,0.0,,
115,115,好學校,2020-07-24,個人品牌變現力：開始打造你的多元收入！,2400.0,3.8,,,,1,online,,,,0.0,0.0,,
116,116,好學校,2020-07-24,喬老師模型課：出神入化模型技法｜鋼普拉篇,2400.0,3.3,,,,1,online,,,,0.0,0.0,,
117,117,好學校,2020-07-24,職場必備的 Excel 關鍵技法－進階,1390.0,3.3,,,,1,online,,,,0.0,0.0,,
118,118,好學校,2020-07-24,用「英文邏輯」溝通說服！職場、生活都適用,1800.0,,,,,1,online,,,,0.0,0.0,,
119,119,好學校,2020-07-24,從零開始，Unity3D 射擊遊戲製作真簡單,2000.0,10.0,,,,1,online,,,,0.0,0.0,,
120,120,好學校,2020-07-24,手繪珠寶設計入門：完成你的第一件珠寶設計,2600.0,3.0,,,,1,online,,,,0.0,0.0,,
121,121,好學校,2020-07-24,職場寫作課：從個人品牌到自媒體,2500.0,3.0,,,,1,online,,,,0.0,0.0,,
122,122,好學校,2020-07-24,紙上的美妝師：連禾時尚彩妝畫,2600.0,2.0,,,,1,online,,,,0.0,0.0,,
123,123,好學校,2020-07-24,顧客分類大師：Python x RFM 會員經營新觀點,2388.0,7.5,Python,,,0,online,,,,0.0,0.0,,
124,124,好學校,2020-07-24,翻轉文字：給孩子好玩的創意寫作課！,2100.0,1.5,,,,1,online,,,,0.0,0.0,,
125,125,好學校,2020-07-24,大人的蠟筆畫：活用油畫知識，寫實生活微光,1900.0,1.5,,,,1,online,,,,0.0,0.0,,
126,126,好學校,2020-07-24,機器學習攻略：實戰心法到求職技巧,2700.0,4.0,,,,1,online,,,,0.0,0.0,,
127,127,好學校,2020-07-24,法式甜點在地魂製作攻略－日日在家菓實日,3480.0,3.3,,,,1,online,,,,0.0,0.0,,
128,128,好學校,2020-07-24,林長揚職場簡報術：一次搞定所有工作簡報！,2400.0,3.3,,,,1,online,,,,0.0,0.0,,
129,129,好學校,2020-07-24,概念式時尚插畫｜我的小小時裝週,2880.0,,,,,1,online,,,,0.0,0.0,,
130,130,好學校,2020-07-24,羅寶鴻的安定教養課：12 個對話練習與心法,1980.0,,,,,1,online,,,,0.0,0.0,,
131,131,好學校,2020-07-24,七日減醣計畫「一週持續執行！」邊吃邊享瘦,1580.0,3.1,,,,1,online,,,,0.0,0.0,,
132,132,好學校,2020-07-24,閱讀攝影的眼神 - 啟動你的影像理解力,1980.0,,,,,1,online,,,,0.0,0.0,,
133,133,好學校,2020-07-24,手機 App 開發入門：App Inventor 2 實作,1600.0,11.6,,,,1,online,,,,0.0,0.0,,
134,134,好學校,2020-07-24,全民防疫通識課：陳建仁副總統來開講,0.0,0.8,,,,1,online,,,,0.0,0.0,,
135,135,好學校,2020-07-24,省錢攝影術：零基礎拍好美食＆商品！,1690.0,3.5,,,,1,online,,,,0.0,0.0,,
136,136,好學校,2020-07-24,Linux 我來教: CentOS/ RHEL 8 新世代雲端,3300.0,7.5,,,,1,online,,,,0.0,0.0,,
137,137,好學校,2020-07-24,口譯員浩爾的打獵式聆聽＆資訊處理術,1499.0,3.5,,,,1,online,,,,0.0,0.0,,
138,138,好學校,2020-07-24,資料變決策！從零上手 Tableau 大數據視覺化,2580.0,6.7,,,,1,online,,,,0.0,0.0,,
139,139,好學校,2020-07-24,互動藝術程式創作入門 Creative Coding,2400.0,,,,,1,online,,,,0.0,0.0,,
140,140,好學校,2020-07-24,人生管理學：把自己當成公司經營,2049.0,,,,,1,online,,,,0.0,0.0,,
141,141,好學校,2020-07-24,薩克斯風 - 13 堂基本功吹出專輯的美聲,1500.0,,,,,1,online,,,,0.0,0.0,,
142,142,好學校,2020-07-24,用實際案例學設計-美編的 InDesign 排版課,1600.0,13.8,,,,1,online,,,,0.0,0.0,,
143,143,好學校,2020-07-24,動盪時代的資產配置：王伯達人生財務規劃學,3500.0,,,FIN,,0,online,,,,0.0,0.0,,
144,144,好學校,2020-07-24,手繪轉電繪，我選 Procreate！,2600.0,3.4,,,,1,online,,,,0.0,0.0,,
145,145,好學校,2020-07-24,氣球達人不藏私！宋俊霖的塞球雕塑造型課,3000.0,10.3,,,,1,online,,,,0.0,0.0,,
146,146,好學校,2020-07-24,0-2 歲寶寶父母必修課 - 專業治療師開課囉！,1880.0,11.2,,,,1,online,,,,0.0,0.0,,
147,147,好學校,2020-07-24,一支手機拍完行銷影片，產品賣更好！,2500.0,2.7,,MKT,,0,online,,,,0.0,0.0,,
148,148,好學校,2020-07-24,Keynote即戰力：簡報製作到上台演講都搞定,2400.0,,,,,1,online,,,,0.0,0.0,,
149,149,好學校,2020-07-24,輕鬆學好道地美式發音！,2000.0,,,,,1,online,,,,0.0,0.0,,
150,150,好學校,2020-07-24,資料科學：Azure 機器學習工作室入門,890.0,,,,,1,online,,,,0.0,0.0,,
151,151,好學校,2020-07-24,話聊庶務課－探索你說話的個人風格,1280.0,,,,,1,online,,,,0.0,0.0,,
152,152,好學校,2020-07-24,Office論文格式技巧：高效編輯專業文件,1490.0,2.9,,,,1,online,,,,0.0,0.0,,
153,153,好學校,2020-07-24,蝦皮個人賣家行銷術：突破網拍初期盲點,1299.0,,,MKT,,0,online,,,,0.0,0.0,,
154,154,好學校,2020-07-24,ZBrush 201 從初階到高階 - 隱藏密技大公開,2680.0,,,,,1,online,,,,0.0,0.0,,
155,155,好學校,2020-07-24,PHP 攻略：Laravel 5.8 從入門到實務,2400.0,18.1,WebDesign,,,0,online,,,,0.0,0.0,,
156,156,好學校,2020-07-24,成功前進科技巨頭，百萬年薪面試術！,2699.0,3.9,,,,1,online,,,,0.0,0.0,,
157,157,好學校,2020-07-24,Github 免費架站術！輕鬆打造個人品牌,890.0,4.3,,,,1,online,,,,0.0,0.0,,
158,158,好學校,2020-07-24,網美咖啡廳在你家，九款鏡面蛋糕一次學,2480.0,1.5,,,,1,online,,,,0.0,0.0,,
159,159,好學校,2020-07-24,產品分析入門：UX 設計師的思考術,2450.0,,,MKT,,0,online,,,,0.0,0.0,,
160,160,好學校,2020-07-24,Docker 部署入門完全指南-圖片速學攻略,1199.0,3.9,,,,1,online,,,,0.0,0.0,,
161,161,好學校,2020-07-24,Python 0 到 1 基礎商業數據分析實戰,3188.0,,Python,,,0,online,,,,0.0,0.0,,
162,162,好學校,2020-07-24,角色原型雕塑 - 走進電影美術的世界,2680.0,3.8,,,,1,online,,,,0.0,0.0,,
163,163,好學校,2020-07-24,【AI 深度學習】新手入門應用篇,2500.0,10.9,,,,1,online,,,,0.0,0.0,,
164,164,好學校,2020-07-24,一次搞懂專案管理 - 從入門到業界實務,2200.0,3.1,,,,1,online,,,,0.0,0.0,,
165,165,好學校,2020-07-24,畫出有質感的 2D 手繪動畫 - Toon Boom,2000.0,6.8,,,,1,online,,,,0.0,0.0,,
166,166,好學校,2020-07-24,你的遠端私人教練，從零開始的增肌訓練課,2980.0,4.0,,,,1,online,,,,0.0,0.0,,
167,167,好學校,2020-07-24,新制多益聽力滿分攻略－高效率秒殺解題技巧,4990.0,10.7,,,,1,online,,,,0.0,0.0,,
168,168,好學校,2020-07-24,指尖上的閃亮秘密 - 你的第一堂指甲養護課,1200.0,1.6,,,,1,online,,,,0.0,0.0,,
169,169,好學校,2020-07-24,資料應用：Excel VBA 爬蟲與 IE 操控入門,2400.0,4.9,,,,1,online,,,,0.0,0.0,,
170,170,好學校,2020-07-24,把美肌關了吧！韓星好膚質底妝，是畫出來的,2000.0,1.5,,,,1,online,,,,0.0,0.0,,
171,171,好學校,2020-07-24,超強印象！人與動物的 logo 設計課,1680.0,2.9,,,,1,online,,,,0.0,0.0,,
172,172,好學校,2020-07-24,職場必備的批判思考力：反省力篇,499.0,1.1,,,,1,online,,,,0.0,0.0,,
173,173,好學校,2020-07-24,日本電商代購批貨：銷售獲利心法,3990.0,,,,,1,online,,,,0.0,0.0,,
174,174,好學校,2020-07-24,程式交易極速上手！用 Eleader 30 秒寫策略,3600.0,6.1,,,,1,online,,,,0.0,0.0,,
175,175,好學校,2020-07-24,開運陽宅系列：人人必備的臥房風水常識,1888.0,,,,,1,online,,,,0.0,0.0,,
176,176,好學校,2020-07-24,兩小時學會子彈筆記：訂製專屬你的高效生活,1499.0,1.8,,,,1,online,,,,0.0,0.0,,
177,177,好學校,2020-07-24,跨平台 APP - React Native 快速學習攻略,2500.0,7.2,,,,1,online,,,,0.0,0.0,,
178,178,好學校,2020-07-24,YouTuber 的 36 堂課：讓你被更多人看到,2400.0,8.2,,,,1,online,,,,0.0,0.0,,
